NumMensaje,Algoritmo,MensajeOriginalASCII,LargoOriginalASCII,MensajeBinario,LargoBinario,MensajeCodificado,LargoCodificado,MensajeEnviado,NoiseProb,BitsFlippeados
8125,fletcher,vigqpctny,9,011101100110100101100111011100010111000001100011011101000110111001111001,72,0111011001101001011001110111000101110000011000110111010001101110011110010110010111101000,88,0111011001101001011001110111000101110000011000110111010001101110011110010110010111101000,0.005,0
8126,fletcher,utmvx,5,0111010101110100011011010111011001111000,40,01110101011101000110110101110110011110001100101001000110,56,01110101011101000110110101110110011110001100101001000110,0.005,0
8127,fletcher,xzkfb,5,0111100001111010011010110110011001100010,40,01111000011110100110101101100110011000101011010100100111,56,01111000001110100110101101100110011000101011010100100111,0.005,1
8128,fletcher,ywejekq,7,01111001011101110110010101101010011001010110101101110001,56,011110010111011101100101011010100110010101101011011100010011110000000011,72,011110010111011101100101011010100110010101101011011100010011110000000011,0.005,0
8129,fletcher,nveaoeuaujjd,12,011011100111011001100101011000010110111101100101011101010110000101110101011010100110101001100100,96,0110111001110110011001010110000101101111011001010111010101100001011101010110101001101010011001001101110100000110,112,0110111001110110011001010110000101101111011001010111010101100001011101010110101001101010011001001101110100000110,0.005,0
8130,fletcher,zjuup,5,0111101001101010011101010111010101110000,40,01111010011010100111010101110101011100001100100101000000,56,01111010011010100111010101110101011100001100100101000000,0.005,0
8131,fletcher,ounwg,5,0110111101110101011011100111011101100111,40,01101111011101010110111001110111011001111010010000110010,56,01101011011101010110111001110111011001111010010000110010,0.005,1
8132,fletcher,nzvyk,5,0110111001111010011101100111100101101011,40,01101110011110100111011001111001011010111101001101000100,56,01101110011110100111011001111001011010111101001101000100,0.005,0
8133,fletcher,vreln,5,0111011001110010011001010110110001101110,40,01110110011100100110010101101100011011101001000100101001,56,01110110011100100110010101101100011011101001000100101001,0.005,0
8134,fletcher,kwbnq,5,0110101101110111011000100110111001110001,40,01101011011101110110001001101110011100010110110000100101,56,01101011011101110110001001101110011100010110110000100101,0.005,0
8135,fletcher,ddpzljogqawvudq,15,011001000110010001110000011110100110110001101010011011110110011101110001011000010111011101110110011101010110010001110001,120,0110010001100100011100000111101001101100011010100110111101100111011100010110000101110111011101100111010101100100011100011111010101101101,136,0110010001100100011100000111101001101100011010100110111101100111011100010110000101110111011101100111010101100100011100011111010101101101,0.005,0
8136,fletcher,jbibicvznebd,12,011010100110001001101001011000100110100101100011011101100111101001101110011001010110001001100100,96,0110101001100010011010010110001001101001011000110111011001111010011011100110010101100010011001000000110011110000,112,0110101001100010011010010110001001101001011000110111011001111010011011100110010101100010011001000000110011110000,0.005,0
8137,fletcher,cexmeazndvqbx,13,01100011011001010111100001101101011001010110000101111010011011100110010001110110011100010110001001111000,104,011000110110010101111000011011010110010101100001011110100110111001100100011101100111000101100010011110000010110110000101,120,011000110110010101111000011011010110010101100001011110100110111001100100011101100111000101100010011110000010110110000101,0.005,0
8138,fletcher,pujyelujuchkxnh,15,011100000111010101101010011110010110010101101100011101010110101001110101011000110110100001101011011110000110111001101000,120,0111000001110101011010100111100101100101011011000111010101101010011101010110001101101000011010110111100001101110011010000001100101110111,136,0111000001110101011010100111100101100101011011000111010101101010011101010110001101101000011010110111100001101110011010000001100101111111,0.005,1
8139,fletcher,wqqsjtrifenqlz,14,0111011101110001011100010111001101101010011101000111001001101001011001100110010101101110011100010110110001111010,112,01110111011100010111000101110011011010100111010001110010011010010110011001100101011011100111000101101100011110100000101100011011,128,01110111011100010111000101110011011010100111010001110010011010010110011001100101011011100111000101101100011110100000101100011011,0.005,0
8140,fletcher,puqaargksxzdj,13,01110000011101010111000101100001011000010111001001100111011010110111001101111000011110100110010001101010,104,011100000111010101110001011000010110000101110010011001110110101101110011011110000111101001100100011010100000001110010100,120,011100000111010101110001011000010110000101110010011001110110101101110011011110000111101001100100011010100000001110010100,0.005,0
8141,fletcher,emopvutwulztoo,14,0110010101101101011011110111000001110110011101010111010001110111011101010110110001111010011101000110111101101111,112,01100101011011010110111101110000011101100111010101110100011101110111010101101100011110100111010001101111011011110100011000111010,128,01100101011011010110111101110000011101100111010101110100011101110111010101101100011110100111010001101111011011110100011000111010,0.005,0
8142,fletcher,uaaaglh,7,01110101011000010110000101100001011001110110110001101000,56,011101010110000101100001011000010110011101101100011010000110001011010101,72,011101010110000101100001011000010110011101101100011010000110001011010101,0.005,0
8143,fletcher,navhjl,6,011011100110000101110110011010000110101001101100,48,0110111001100001011101100110100001101010011011001101000110000101,64,0110111001100001011101100110100001101010011011001101000110000101,0.005,0
8144,fletcher,rzjyhmriaaio,12,011100100111101001101010011110010110100001101101011100100110100101100001011000010110100101101111,96,0111001001111010011010100111100101101000011011010111001001101001011000010110000101101001011011111111100000011110,112,0111001001111010011010100111100101101000011011010111001001101001011000010110000101101001011011111111100000011110,0.005,0
8145,fletcher,flxxaaufglpdt,13,01100110011011000111100001111000011000010110000101110101011001100110011101101100011100000110010001110100,104,011001100110110001111000011110000110000101100001011101010110011001100111011011000111000001100100011101001000001101111111,120,011001100110110001111000011110000110000101100001011101010110011001100111011011000111000001100100011101001000001101111011,0.005,1
8146,fletcher,fmnxarucabfgs,13,01100110011011010110111001111000011000010111001001110101011000110110000101100010011001100110011101110011,104,011001100110110101101110011110000110000101110010011101010110001101100001011000100110011001100111011100110011100001101100,120,011001100110110101101110011110000110000101110010011101010110001101100001011000100110011001100111011100110011100001101100,0.005,0
8147,fletcher,roxpo,5,0111001001101111011110000111000001101111,40,01110010011011110111100001110000011011111011001100111010,56,01110010011011110111100001110000011011111011001100111010,0.005,0
8148,fletcher,tchygulbtpu,11,0111010001100011011010000111100101100111011101010110110001100010011101000111000001110101,88,01110100011000110110100001111001011001110111010101101100011000100111010001110000011101010100101010111111,104,01110100011000110110100001111001011001110111010101101100011000100111010001110000011101010100101010111111,0.005,0
8149,fletcher,hpuuyjocebxypsb,15,011010000111000001110101011101010111100101101010011011110110001101100101011000100111100001111001011100000111001101100010,120,0110100001110000011101010111010101111001011010100110111101100011011001010110001001111000011110010111000001110011011000100001001001111010,136,0110100001110000011101010111010101111001011010100110111101100011011001010110001001111000011110010111000001110011011000100001001001111010,0.005,0
8150,fletcher,iegxk,5,0110100101100101011001110111100001101011,40,01101001011001010110011101111000011010110011011100011010,56,01101001011001010110011101111000011010110011011100011010,0.005,0
8151,fletcher,ukwrkcpbejgzm,13,01110101011010110111011101110010011010110110001101110000011000100110010101101010011001110111101001101101,104,011101010110101101110111011100100110101101100011011100000110001001100101011010100110011101111010011011010001101110001011,120,011101010110101101110111011100100110101101100011011100000110001001100101011010100110011101111010011011010001101110001011,0.005,0
8152,fletcher,suhab,5,0111001101110101011010000110000101100010,40,01110011011101010110100001100001011000100111010100010101,56,01110011011101010110100001100001011000100111010100010101,0.005,0
8153,fletcher,irnppgivnhwskf,14,0110100101110010011011100111000001110000011001110110100101110110011011100110100001110111011100110110101101100110,112,01101001011100100110111001110000011100000110011101101001011101100110111001101000011101110111001101101011011001100011101100000110,128,01101001011100100110111001110000011100000110011101101001011101100110111001101000011101110111001101101011011001100011101100000110,0.005,0
8154,fletcher,fftmfqshm,9,011001100110011001110100011011010110011001110001011100110110100001101101,72,0110011001100110011101000110110101100110011100010111001101101000011011011110101011001111,88,0110011001100110011101000110110101100110011000010111001101101000011011011110101011001111,0.005,1
8155,fletcher,srhkluxhiwycj,13,01110011011100100110100001101011011011000111010101111000011010000110100101110111011110010110001101101010,104,011100110111001001101000011010110110110001110101011110000110100001101001011101110111100101100011011010101010110010100100,120,011100111111001001101000011010110110110001110101011110000110100001101001011101110111100101100011011010101010110010100100,0.005,1
8156,fletcher,tyrsx,5,0111010001111001011100100111001101111000,40,01110100011110010111001001110011011110001110001001001100,56,01110100011110010111001001110011011110001110001001001100,0.005,0
8157,fletcher,fglmxnao,8,0110011001100111011011000110110101111000011011100110000101101111,64,01100110011001110110110001101101011110000110111001100001011011110001010001011111,80,01100110011001110110110001101101011110000110111001100001011011110001010001011111,0.005,0
8158,fletcher,iqzpcil,7,01101001011100010111101001110000011000110110100101101100,56,011010010111000101111010011100000110001101101001011011000001101011111110,72,011010010111000101111010011100000110001101101001011011000001101011111110,0.005,0
8159,fletcher,eihacxqeurh,11,0110010101101001011010000110000101100011011110000111000101100101011101010111001001101000,88,01100101011010010110100001100001011000110111100001110001011001010111010101110010011010000011010110011011,104,01100101011010010110100001100001011000110111100001110001011001010111010101110010011010000011010110011011,0.005,0
8160,fletcher,vbmcdkvyzufwt,13,01110110011000100110110101100011011001000110101101110110011110010111101001110101011001100111011101110100,104,011101100110001001101101011000110110010001101011011101100111100101111010011101010110011001110111011101000000000010101011,120,011101100110001001101101011000110110010001101011011101100111100101111010011101010110011001110111011101000000000010101011,0.005,0
8161,fletcher,kngfmvtozho,11,0110101101101110011001110110011001101101011101100111010001101111011110100110100001101111,88,01101011011011100110011101100110011011010111011001110100011011110111101001101000011011110011110011000001,104,01101011011011100110011101100110011011010111011001110100011011110111101001101000011011110011110011000001,0.005,0
8162,fletcher,adwlgutsq,9,011000010110010001110111011011000110011101110101011101000111001101110001,72,0110000101100100011101110110110001100111011101010111010001110011011100011110111011011111,88,0110000101100100011101110110110001100111011101010111010001110011011100011110111011011111,0.005,0
8163,fletcher,sisvniaixnokw,13,01110011011010010111001101110110011011100110100101100001011010010111100001101110011011110110101101110111,104,011100110110100101110011011101100110111001101001011000010110100101111000011011100110111101101011011101110110010010100010,120,011100110110100101110011011101100110111001101001011000010110100101111000011011100110011101101011011101110110010010100010,0.005,1
8164,fletcher,uoycwjabpg,10,01110101011011110111100101100011011101110110101001100001011000100111000001100111,80,011101010110111101111001011000110111011101101010011000010110001001110000011001111101101000111111,96,011101010110111101111001011000110111011101101010011000010110001001110000011001111101101000111111,0.005,0
8165,fletcher,zcnfe,5,0111101001100011011011100110011001100101,40,01111010011000110110111001100110011001010110111100011000,56,01111010011000110110111001100110011001010110101100011000,0.005,1
8166,fletcher,cpizxj,6,011000110111000001101001011110100111100001101010,48,0110001101110000011010010111101001111000011010101111011010011010,64,0110001101110000011010010111101001111000011010101111011010011010,0.005,0
8167,fletcher,muupaocfyvta,12,011011010111010101110101011100000110000101101111011000110110011001111001011101100111010001100001,96,0110110101110101011101010111000001100001011011110110001101100110011110010111011001110100011000011011011000101001,112,0110110101110101011101010111000001100001011011110110001101100110011110010111011001110100011000011011011000101001,0.005,0
8168,fletcher,fzqrdurlwbqq,12,011001100111101001110001011100100110010001110101011100100110110001110111011000100111000101110001,96,0110011001111010011100010111001001100100011101010111001001101100011101110110001001110001011100010000010000111010,112,0110011001111010011100010111001001100100011101010011001001101100011101110110001001110001011100010000010000111010,0.005,1
8169,fletcher,arwjnkpt,8,0110000101110010011101110110101001101110011010110111000001110100,64,01100001011100100111011101101010011011100110101101110000011101000101111001110100,80,01100001011100100111011101101010011011100110101101110000011101000101111001110100,0.005,0
8170,fletcher,wjasec,6,011101110110101001100001011100110110010101100011,48,0111011101101010011000010111001101100101011000111110111001111111,64,0111011101101010011000010111001101100101011000111110111001111111,0.005,0
8171,fletcher,ksjvfegndorovc,14,0110101101110011011010100111011001100110011001010110011101101110011001000110111101110010011011110111011001100011,112,01101011011100110110101001110110011001100110010101100111011011100110010001101111011100100110111101110110011000111001000111110000,128,01101011011100110110101001110110011001100110010101100111011011100110010001101111011100100110111101110110011000111001000111110000,0.005,0
8172,fletcher,alxfacohja,10,01100001011011000111100001100110011000010110001101101111011010000110101001100001,80,011000010110110001111000011001100110000101100011011011110110100001101010011000011001010000010101,96,011000010110110001111000011001100110000101100011011011110110100001101010011000011001010000010101,0.005,0
8173,fletcher,sdgjlgqawk,10,01110011011001000110011101101010011011000110011101110001011000010111011101101011,80,011100110110010001100111011010100110110001100111011100010110000101110111011010110000001000110011,96,011100110110010001100111011010100110110001100111011100010110000101110111011010110000001000110011,0.005,0
8174,fletcher,safrxucirxsxs,13,01110011011000010110011001110010011110000111010101100011011010010111001001111000011100110111100001110011,104,011100110110000101100110011100100111100001110101011000110110100101110010011110000111001101111000011100110100000110110010,120,011100110110000101100110011100100011100001110101011000110110100101110010011110000111001101111000011100110100000110110010,0.005,1
8175,fletcher,bukvxrq,7,01100010011101010110101101110110011110000111001001110001,56,011000100111010101101011011101100111100001110010011100010010010000010110,72,011000100111010101101011011101100111100001110010011100010010010000010110,0.005,0
8176,fletcher,dvoyxgwonmeu,12,011001000111011001101111011110010111100001100111011101110110111101101110011011010110010101110101,96,0110010001110110011011110111100101111000011001110111011101101111011011100110110101100101011101010011111101000001,112,0100010001110110011011110111100101111000011001110111011101101111011011100110110101100101011101010011111111000001,0.005,2
8177,fletcher,hgegqi,6,011010000110011101100101011001110111000101101001,48,0110100001100111011001010110011101110001011010011000111101110111,64,0110100001100111011001011110010101110001011010011000111101110111,0.005,2
8178,fletcher,uodesqzilmm,11,0111010101101111011001000110010101110011011100010111101001101001011011000110110101101101,88,01110101011011110110010001100101011100110111000101111010011010010110110001101101011011011000000110111110,104,01110101011011110110010001100101011100110111000101111010011010010110110001101101011011011000000110111110,0.005,0
8179,fletcher,pbrcyaqefaxxwj,14,0111000001100010011100100110001101111001011000010111000101100101011001100110000101111000011110000111011101101010,112,01110000011000100111001001100011011110010110000101110001011001010110011001100001011110000111100001110111011010100011011011110100,128,01110000011000100111001001100011011110010110000101110001011001010110011001100001011110000111101001110111011010100011011010110100,0.005,2
8180,fletcher,jdinxysshottl,13,01101010011001000110100101101110011110000111100101110011011100110110100001101111011101000111010001101100,104,011010100110010001101001011011100111100001111001011100110111001101101000011011110111010001110100011011000101001110101100,120,011010100110010001101001011011100111100001111001011100110111001101101000011011110111010000110100011011000101001110101100,0.005,1
8181,fletcher,ehvnazlrjhd,11,0110010101101000011101100110111001100001011110100110110001110010011010100110100001100100,88,01100101011010000111011001101110011000010111101001101100011100100110101001101000011001001111000110100100,104,01100101011010000111011001101110011000010111101001101100011100100110101001101000011001001111000110100100,0.005,0
8182,fletcher,vbvbgavyvcj,11,0111011001100010011101100110001001100111011000010111011001111001011101100110001101101010,88,01110110011000100111011001100010011001110110000101110110011110010111011001100011011010100001001110101110,104,01110110011000100111011001100010011001110110000101110110011110010111011001100011011010100001001110101100,0.005,1
8183,fletcher,krgewowgtvhs,12,011010110111001001100111011001010111011101101111011101110110011101110100011101100110100001110011,96,0110101101110010011001110110010101110111011011110111011101100111011101000111011001101000011100111010000100110111,112,0110101101110010011001110110010101110111011011110111011101100111011101000111011001101000011100111010000100110111,0.005,0
8184,fletcher,kbvshl,6,011010110110001001110110011100110110100001101100,48,0110101101100010011101100111001101101000011011001110000110001100,64,0110101101100010011101100111001101101000011011001110000110001100,0.005,0
8185,fletcher,cgbgxfjiy,9,011000110110011101100010011001110111100001100110011010100110100101111001,72,0110001101100111011000100110011101111000011001100110101001101001011110010101011011000000,88,0110001101100111011000100110011101111000011001100110101001101001011110010101011011000000,0.005,0
8186,fletcher,cyoanudlszn,11,0110001101111001011011110110000101101110011101010110010001101100011100110111101001101110,88,01100011011110010110111101100001011011100111010101100100011011000111001101111010011011100010010110111110,104,01100011011110010110111100100001011111100111010101100100011011000111001101111010011011100010010110111110,0.005,2
8187,fletcher,yzjkkpfmevtc,12,011110010111101001101010011010110110101101110000011001100110110101100101011101100111010001100011,96,0111100101111010011010100110101101101011011100000110011001101101011001010111011001110100011000110010000100101101,112,0111100101111010011010100110101101101011011100000110011001101111011001010111011001110100011000110010000100101101,0.005,1
8188,fletcher,uqqte,5,0111010101110001011100010111010001100101,40,01110101011100010111000101110100011001011011001100110010,56,01110101011100010111000101110100011001011011001100110010,0.005,0
8189,fletcher,loxjiwgqru,10,01101100011011110111100001101010011010010111011101100111011100010111001001110101,80,011011000110111101111000011010100110100101110111011001110111000101110010011101011110110101100000,96,011011000110111101111000011010100110100101110111011001110111000111110010011101011110110101100000,0.005,1
8190,fletcher,wzfjjmkbts,10,01110111011110100110011001101010011010100110110101101011011000100111010001110011,80,011101110111101001100110011010100110101001101101011010110110001001110100011100111110011101010000,96,011101110111101001100110011010100110101001101101011010110110001001110100011100111110011101010000,0.005,0
8191,fletcher,qhcdghvlrphsnt,14,0111000101101000011000110110010001100111011010000111011001101100011100100111000001101000011100110110111001110100,112,01110001011010000110001101100100011001110110100001110110011011000111001001110000011010000111001101101110011101000000100111110101,128,01110001011010000110001101100100011001110110100001110110011011000111001001110000011010000111001101101110011101000000100111110101,0.005,0
8192,fletcher,lgyexd,6,011011000110011101111001011001010111100001100100,48,0110110001100111011110010110010101111000011001001111101010001111,64,0110110001100111011110010110010101111000011001001111101010001111,0.005,0
8193,fletcher,hqcofbhhgorlob,14,0110100001110001011000110110111101100110011000100110100001101000011001110110111101110010011011000110111101100010,112,01101000011100010110001101101111011001100110001001101000011010000110011101101111011100100110110001101111011000100110100011001101,128,01101000011100010110001101100111011001100110001001101000011010000110011101101111011100100110110001101111011000100110100011001101,0.005,1
8194,fletcher,nugrytb,7,01101110011101010110011101110010011110010111010001100010,56,011011100111010101100111011100100111100101110100011000100100110000001110,72,011011100111010101100111011100100111100101110100011000100100110000001110,0.005,0
8195,fletcher,ufvfiiqlfbjpel,14,0111010101100110011101100110011001101001011010010111000101101100011001100110001001101010011100000110010101101100,112,01110101011001100111011001100110011010010110100101110001011011000110011001100010011010100111000001100101011011000110110111011110,128,01110101011001100111011001100110011010010110100101110001011011000110011001100010011010100111000001100101011011000110110111011110,0.005,0
8196,fletcher,ropcxutlxqpsab,14,0111001001101111011100000110001101111000011101010111010001101100011110000111000101110000011100110110000101100010,112,01110010011011110111000001100011011110000111010101110100011011000111100001110001011100000111001101100001011000100011000100010110,128,01110010011011110111000001100011011110000111010101110100011011000111100001110001011100000111000101100001011000100011000100010110,0.005,1
8197,fletcher,ucmchwpzodxg,12,011101010110001101101101011000110110100001110111011100000111101001101111011001000111100001100111,96,0111010101100011011011010110001101101000011101110111000001111010011011110110010001111000011001110101110100101000,112,0111010101101011011011010110001101101000011101110111000001111010011011110110010001111000011001110101110100101000,0.005,1
8198,fletcher,clbhxnikrrwy,12,011000110110110001100010011010000111100001101110011010010110101101110010011100100111011101111001,96,0110001101101100011000100110100001111000011011100110100101101011011100100111001001110111011110011011100000101100,112,0110001101101100011000100110100001111000011011100110100101101011011100100111001001110111011110011011100000101100,0.005,0
8199,fletcher,hdzancpoyyszdv,14,0110100001100100011110100110000101101110011000110111000001101111011110010111100101110011011110100110010001110110,112,01101000011001000111101001100001011011100110001101110000011011110111100101111001011100110111101001100100011101101100111000010110,128,01101000011001000111101001100001011011100110001101110000011011110111100101111001011100110111101001100100011101101100111000010110,0.005,0
8200,fletcher,sxvtlighwhz,11,0111001101111000011101100111010001101100011010010110011101101000011101110110100001111010,88,01110011011110000111011001110100011011000110100101100111011010000111011101101000011110100100000011010110,104,01110011011110000111011001110100011011000110100101100111011010000111011101101000011110100100000011010110,0.005,0
8201,fletcher,qzbzynzaexm,11,0111000101111010011000100111101001111001011011100111101001100001011001010111100001101101,88,01110001011110100110001001111010011110010110111001111010011000010110010101111000011011010101001111010111,104,01110001011110100110001001111010011110010110111001111010011000010110010101111000011011010101001111010111,0.005,0
8202,fletcher,zzodufexsww,11,0111101001111010011011110110010001110101011001100110010101111000011100110111011101110111,88,01111010011110100110111101100100011101010110011001100101011110000111001101110111011101110101010011100100,104,01111010011110100110111101100100011101010110011001100101011110000111001101110111011101110101010011100100,0.005,0
8203,fletcher,khquzyltxtnxuv,14,0110101101101000011100010111010101111010011110010110110001110100011110000111010001101110011110000111010101110110,112,01101011011010000111000101110101011110100111100101101100011101000111100001110100011011100111100001110101011101101100100001001111,128,01101011011010000111000101110101011110100111100101101100011101000111100001110100011011100111100001110101011101101100100001001111,0.005,0
8204,fletcher,rkqlfixhtsrrbrz,15,011100100110101101110001011011000110011001101001011110000110100001110100011100110111001001110010011000100111001001111010,120,0111001001101011011100010110110001100110011010010111100001101000011101000111001101110010011100100110001001110010011110101110000010001000,136,0111001001101011011100010110110001100110011010010111100001101000011101000111001101110110011100100110001001110010011110101110000010001000,0.005,1
8205,fletcher,mcrhiuejhobphy,14,0110110101100011011100100110100001101001011101010110010101101010011010000110111101100010011100000110100001111001,112,01101101011000110111001001101000011010010111010101100101011010100110100001101111011000100111000001101000011110011111100111100110,128,01101101011000110111001001101000011010010111010101100101001010100110100001101111011000100111000001101000011110011111100111100110,0.005,1
8206,fletcher,qaeuwjxwmh,10,01110001011000010110010101110101011101110110101001111000011101110110110101101000,80,011100010110000101100101011101010111011101101010011110000111011101101101011010001010100001010101,96,011100010110000101100101011101010111011101101010011110000111001101001101011010001010100001010101,0.005,2
8207,fletcher,smixmcfdjvdgmtt,15,011100110110110101101001011110000110110101100011011001100110010001101010011101100110010001100111011011010111010001110100,120,0111001101101101011010010111100001101101011000110110011001100100011010100111011001100100011001110110110101110100011101001111101001100001,136,0111001101101101011010010111100001101101011000110110011001100100011010100111011001100100011000110110110101110100011101001111101001100001,0.005,1
8208,fletcher,rfrvj,5,0111001001100110011100100111011001101010,40,01110010011001100111001001110110011010101000010000101100,56,01110010011001100111001001110110011010101000010000101100,0.005,0
8209,fletcher,emfcn,5,0110010101101101011001100110001101101110,40,01100101011011010110011001100011011011100001100100001011,56,01100101011011010110011001100011011011100001100100001011,0.005,0
8210,fletcher,slmtcpkbladv,12,011100110110110001101101011101000110001101110000011010110110001001101100011000010110010001110110,96,0111001101101100011011010111010001100011011100000110101101100010011011000110000101100100011101100010010000001100,112,0111001101101100011011010111010001100011011100000110101101100010011011000110000101100100011101100010010000001100,0.005,0
8211,fletcher,hkxrlgisanlhqmt,15,011010000110101101111000011100100110110001100111011010010111001101100001011011100110110001101000011100010110110101110100,120,0110100001101011011110000111001001101100011001110110100101110011011000010110111001101100011010000111000101101101011101000010000001100111,136,0110100001101011011110000111001001101100011001110110100101110011011000010110111001101100011010000111000101101101011101000010000001100111,0.005,0
8212,fletcher,xkzzzvil,8,0111100001101011011110100111101001111010011101100110100101101100,64,01111000011010110111101001111010011110100111011001101001011011001000001110011111,80,01111000011010110111101001111010011110100111011001101001011011001000001110011111,0.005,0
8213,fletcher,ydjhy,5,0111100101100100011010100110100001111001,40,01111001011001000110101001101000011110010111101000101010,56,01111001011001000110101001101000011110010111101000101010,0.005,0
8214,fletcher,vignxdzryiuafa,14,0111011001101001011001110110111001111000011001000111101001110010011110010110100101110101011000010110011001100001,112,01110110011010010110011101101110011110000110010001111010011100100111100101101001011101010110000101100110011000011010110100000001,128,01110110011010010110011101101110011110000110010001111010011100100111100101101001011111010110000101100110011000011010110100000001,0.005,1
8215,fletcher,lrtydhkqqph,11,0110110001110010011101000111100101100100011010000110101101110001011100010111000001101000,88,01101100011100100111010001111001011001000110100001101011011100010111000101110000011010001011001011000000,104,01101100011100100111010001111001011001000110100001101011011100010111000101110000011010001011001011000000,0.005,0
8216,fletcher,gbslvmauaq,10,01100111011000100111001101101100011101100110110101100001011101010110000101110001,80,011001110110001001110011011011000111011001101101011000010111010101100001011100010001011000110111,96,011001110110001001110011011011000111011001101101011000010111010101100001011100010001011000110111,0.005,0
8217,fletcher,gyxvr,5,0110011101111001011110000111011001110010,40,01100111011110010111100001110110011100101011001101000010,56,01100111011110010111100001110110011100101011001101000010,0.005,0
8218,fletcher,nkzruhohtigv,12,011011100110101101111010011100100111010101101000011011110110100001110100011010010110011101110110,96,0110111001101011011110100111001001110101011010000110111101101000011101000110100101100111011101100001101000111000,112,0110111001101011011110100111001001110101011010000110111101101000011101000110100101100111011101100001101000111000,0.005,0
8219,fletcher,hyrxo,5,0110100001111001011100100111100001101111,40,01101000011110010111001001111000011011111010011100111100,56,01101000011110010111001001111000011011111010011100101100,0.005,1
8220,fletcher,qwcnnrpmuulkg,13,01110001011101110110001101101110011011100111001001110000011011010111010101110101011011000110101101100111,104,011100010111011101100011011011100110111001110010011100000110110101110101011101010110110001101011011001111010111110100011,120,011100010111011101100011011011100110111001110010011100000110110101110101011101010110110001101011011001111010111110100011,0.005,0
8221,fletcher,dhpkqp,6,011001000110100001110000011010110111000101110000,48,0110010001101000011100000110101101110001011100001011101110001010,64,0110010001101000011100000110101101110001011100001011101110001010,0.005,0
8222,fletcher,tquyhm,6,011101000111000101110101011110010110100001101101,48,0111010001110001011101010111100101101000011011010111001010101010,64,0111010001110001011101010111100101101000011011010111001010101010,0.005,0
8223,fletcher,vdeskoiam,9,011101100110010001100101011100110110101101101111011010010110000101101101,72,0111011001100100011001010111001101101011011011110110100101100001011011010000101111000110,88,0111011001100100011001010111001101101011011011110110100101100001011011010000101111000110,0.005,0
8224,fletcher,svfzoaycstrjqsx,15,011100110111011001100110011110100110111101100001011110010110001101110011011101000111001001101010011100010111001101111000,120,0111001101110110011001100111101001101111011000010111100101100011011100110111010001110010011010100111000101110011011110001010001110011010,136,1111001101110110011001100111101001101111011000010101100101100011011100110111010001110010011010100111000101110011011110001010001110011010,0.005,2
8225,fletcher,tzkogetcqxacbua,15,011101000111101001101011011011110110011101100101011101000110001101110001011110000110000101100011011000100111010101100001,120,0111010001111010011010110110111101100111011001010111010001100011011100010111100001100001011000110110001001110101011000011010001001010110,136,0111010011111010011010110110111101100111011001010111010001100011011100010111100001100001011000110110001001110101011000011010001001010110,0.005,1
8226,fletcher,qxoztvwxqpcc,12,011100010111100001101111011110100111010001110110011101110111100001110001011100000110001101100011,96,0111000101111000011011110111101001110100011101100111011101111000011100010111000001100011011000110111000001010111,112,0111000101111000011011110111101001110100011101100111011101111000011100010111000001100011011000110111000001010111,0.005,0
8227,fletcher,zhvznyxkwb,10,01111010011010000111011001111010011011100111100101111000011010110111011101100010,80,011110100110100001110110011110100110111001111001011110000110101101110111011000101110110001111001,96,011110100110100001110110011110100110111001111001011110000110101101110111011000101110110001111001,0.005,0
8228,fletcher,psnmfagkxft,11,0111000001110011011011100110110101100110011000010110011101101011011110000110011001110100,88,01110000011100110110111001101101011001100110000101100111011010110111100001100110011101000001011110101101,104,01110000011100110110111001101101011001100110000101100111011010110111100001100110011101000001011110101101,0.005,0
8229,fletcher,oftludufewctqh,14,0110111101100110011101000110110001110101011001000111010101100110011001010111011101100011011101000111000101101000,112,01101111011001100111010001101100011101010110010001110101011001100110010101110111011000110111010001110001011010001110101111111010,128,01101111011001101111010001101100011101010110010001110101001001100110010101110111011000110111010001110001011010001110101111111010,0.005,2
8230,fletcher,pimxezgtdub,11,0111000001101001011011010111100001100101011110100110011101110100011001000111010101100010,88,01110000011010010110110101111000011001010111101001100111011101000110010001110101011000101000010110110111,104,01110000011010010110110101011000011001010111101001100111011101000110010001110101011000101000010110110111,0.005,1
8231,fletcher,ozremyjwlqz,11,0110111101111010011100100110010101101101011110010110101001110111011011000111000101111010,88,01101111011110100111001001100101011011010111100101101010011101110110110001110001011110100010111111100010,104,01101111011110100111001001100101011011010111100101101010011101110110110001110001011110100010111111100000,0.005,1
8232,fletcher,vrsadkubwmqvb,13,01110110011100100111001101100001011001000110101101110101011000100111011101101101011100010111011001100010,104,011101100111001001110011011000010110010001101011011101010110001001110111011011010111000101110110011000100011101110010100,120,011101100111001001110011010000010110010001101011011101010110001001110111011011010111000101110110011000100001101110010100,0.005,2
8233,fletcher,vtzaffvsrznrdi,14,0111011001110100011110100110000101100110011001100111011001110011011100100111101001101110011100100110010001101001,112,01110110011101000111101001100001011001100110011001110110011100110111001001111010011011100111001001100100011010010001110100011001,128,01110110011101000111101001100001011001100110011001110110011100110111001001111010011011100111001001100100011010010001110100011001,0.005,0
8234,fletcher,jqccqvl,7,01101010011100010110001101100011011100010111011001101100,56,011010100111000101100011011000110111000101110110011011001011110111110110,72,011010100111000101100011011000110111000101110110011011001011110111110110,0.005,0
