NumMensaje,Algoritmo,MensajeOriginalASCII,LargoOriginalASCII,MensajeBinario,LargoBinario,MensajeCodificado,LargoCodificado,MensajeEnviado,NoiseProb,BitsFlippeados
7595,fletcher,wyxwpxl,7,01110111011110010111100001110111011100000111100001101100,56,011101110111100101111000011101110111000001111000011011000000010000110110,72,011101110111100101111000011101110111000001111000011011000000010000110110,0.001,0
7596,fletcher,xppobywfg,9,011110000111000001110000011011110110001001111001011101110110011001100111,72,0111100001110000011100000110111101100010011110010111011101100110011001111101101111101001,88,0111100001110000011100000110111101100010011110010111011101100110011001111101101111101001,0.001,0
7597,fletcher,ymsmnydaiyu,11,0111100101101101011100110110110101101110011110010110010001100001011010010111100101110101,88,01111001011011010111001101101101011011100111100101100100011000010110100101111001011101011111011011001101,104,01111001011011010111001101101101011011100111100101100100011000010110100101111001011101011111011011001101,0.001,0
7598,fletcher,bvzfvwizrsf,11,0110001001110110011110100110011001110110011101110110100101111010011100100111001101100110,88,01100010011101100111101001100110011101100111011101101001011110100111001001110011011001100000010011010111,104,01100010011101100111101001100110011101100111011101101001011110100111001001110011011001100000010011010111,0.001,0
7599,fletcher,rizdzinij,9,011100100110100101111010011001000111101001101001011011100110100101101010,72,0111001001101001011110100110010001111010011010010110111001101001011010101001011111100000,88,0111001001101001011110100110010001111010011010010110111001101001011010101001011111100000,0.001,0
7600,fletcher,bhjrwhmcspfbzfi,15,011000100110100001101010011100100111011101101000011011010110001101110011011100000110011001100010011110100110011001101001,120,0110001001101000011010100111001001110111011010000110110101100011011100110111000001100110011000100111101001100110011010010110001001001111,136,0110001001101000011010100111001001110111011010000110110101100011011100110111000001100110011000100111101001100110011010010110001001001111,0.001,0
7601,fletcher,zkwwr,5,0111101001101011011101110111011101110010,40,01111010011010110111011101110111011100101101100101000111,56,01111010011010110111011101110111011100101101100101000111,0.001,0
7602,fletcher,heeelzhcq,9,011010000110010101100101011001010110110001111010011010000110001101110001,72,0110100001100101011001010110010101101100011110100110100001100011011100010111011010111100,88,0110100001100101011001010110010101101100011110100110100001100011011100010111011010111100,0.001,0
7603,fletcher,zdkvcudosoxwsx,14,0111101001100100011010110111011001100011011101010110010001101111011100110110111101111000011101110111001101111000,112,01111010011001000110101101110110011000110111010101100100011011110111001101101111011110000111011101110011011110001010011100101100,128,01111010011001000110101101110110011000110111010101100100011011110111001101101111011110000111011101110011011110001010011100101100,0.001,0
7604,fletcher,qiwognrsw,9,011100010110100101110111011011110110011101101110011100100111001101110111,72,0111000101101001011101110110111101100111011011100111001001110011011101111001110111110100,88,0111000101101001011101110110111101100111011011100111001001110011011101111001110111110100,0.001,0
7605,fletcher,khdgxz,6,011010110110100001100100011001110111100001111010,48,0110101101101000011001000110011101111000011110101100000110010010,64,0110101101101000011001000110011101111000011110101100000110010010,0.001,0
7606,fletcher,jnjltl,6,011010100110111001101010011011000111010001101100,48,0110101001101110011010100110110001110100011011001110101010010000,64,0110101001101110011010100100110001110100011011001110101010010000,0.001,1
7607,fletcher,wtrgbrwndu,10,01110111011101000111001001100111011000100111001001110111011011100110010001110101,80,011101110111010001110010011001110110001001110010011101110110111001100100011101010001110001011010,96,011101110111010001110010011001110110001001110010011101110110111001100100011101010001110001011010,0.001,0
7608,fletcher,ouomwwvvsws,11,0110111101110101011011110110110101110111011101110111011001110110011100110111011101110011,88,01101111011101010110111101101101011101110111011101110110011101100111001101110111011100111010111011111011,104,01101111011101010110111101101101011101110111011101110110011101100111001101110111011100111010111011111011,0.001,0
7609,fletcher,woweutldaow,11,0111011101101111011101110110010101110101011101000110110001100100011000010110111101110111,88,01110111011011110111011101100101011101010111010001101100011001000110000101101111011101111111010111000110,104,01110111011011110111011101100101011101010111010001101100011001000110000101101111011101111111010111000110,0.001,0
7610,fletcher,rmzhrxrgoe,10,01110010011011010111101001101000011100100111100001110010011001110110111101100101,80,011100100110110101111010011010000111001001111000011100100110011101101111011001010100110101011100,96,011100100110110101111010011010000111001001111000011100100110011101101111011001010100110101011100,0.001,0
7611,fletcher,xvzjildkjjealo,14,0111100001110110011110100110101001101001011011000110010001101011011010100110101001100101011000010110110001101111,112,01111000011101100111101001101010011010010110110001100100011010110110101001101010011001010110000101101100011011111000000011110000,128,01111000011101100111101001101010011010010110110001100100011010110110101001101010011001010110000101101100011011111000000011110000,0.001,0
7612,fletcher,jitdvnplahpc,12,011010100110100101110100011001000111011001101110011100000110110001100001011010000111000001100011,96,0110101001101001011101000110010001110110011011100111000001101100011000010110100001110000011000110001010100001100,112,0110101001101001011101000110010001110110011011100111000001101100011000010110100001110000011000110001010100001100,0.001,0
7613,fletcher,sazyazafjqsuuz,14,0111001101100001011110100111100101100001011110100110000101100110011010100111000101110011011101010111010101111010,112,01110011011000010111101001111001011000010111101001100001011001100110101001110001011100110111010101110101011110100111010100100001,128,01110011011000010111101001111001011000010111101001100001011001100110101001110001011100110111010101110101011110100111010100100001,0.001,0
7614,fletcher,gdrwylellbbhrh,14,0110011101100100011100100111011101111001011011000110010101101100011011000110001001100010011010000111001001101000,112,01100111011001000111001001110111011110010110110001100101011011000110110001100010011000100110100001110010011010000111011111100001,128,01100111011001000111001001110111011110010110110001100101011011000110110001100010011000100110110001110010011010000111011111100001,0.001,1
7615,fletcher,ciycdvtl,8,0110001101101001011110010110001101100100011101100111010001101100,64,01100011011010010111100101100011011001000111011001110100011011000001000101100101,80,01100011011010010111100101100011011001000111011001110100011011000001000101100101,0.001,0
7616,fletcher,chuifjqozr,10,01100011011010000111010101101001011001100110101001110001011011110111101001110010,80,011000110110100001110101011010010110011001101010011100010110111101111010011100100001000101001001,96,011000110110100001110101011010010110011001101010011100010110111101111010011100100001000101001001,0.001,0
7617,fletcher,dnhagynyiqk,11,0110010001101110011010000110000101100111011110010110111001111001011010010111000101101011,88,01100100011011100110100001100001011001110111100101101110011110010110100101110001011010111001110010101011,104,01100100011011100110100001100001011001110111100101101110011110010110100101110001011010111001110010101011,0.001,0
7618,fletcher,pzbkwruz,8,0111000001111010011000100110101101110111011100100111010101111010,64,01110000011110100110001001101011011101110111001001110101011110101101111010010010,80,01110000011110100110001001101011011101110111001001110101011110101101111010010010,0.001,0
7619,fletcher,oorzzvootfivdp,14,0110111101101111011100100111101001111010011101100110111101101111011101000110011001101001011101100110010001110000,112,01101111011011110111001001111010011110100111011001101111011011110111010001100110011010010111011001100100011100001101100000101011,128,01101111011011110111001001111010011110100111011001101111011011110111010001100110011010010111011001100100011100001101100000101011,0.001,0
7620,fletcher,gwpurqdanbxsz,13,01100111011101110111000001110101011100100111000101100100011000010110111001100010011110000111001101111010,104,011001110111011101110000011101010111001001110001011001000110000101101110011000100111100001110011011110100101101010100101,120,011001110111011101110000011101010111001001110001011001000110000101101110011000100111100001110011011110100101101010100101,0.001,0
7621,fletcher,zonvdoohpybenu,14,0111101001101111011011100111011001100100011011110110111101101000011100000111100101100010011001010110111001110101,112,01111010011011110110111001110110011001000110111101101111011010000111000001111001011000100110010101101110011101011101101000010000,128,01111010011011110110111001110110011001000110111101101111011010000111000001111001011000100110010101101110011101011101101000010000,0.001,0
7622,fletcher,qkdhp,5,0111000101101011011001000110100001110000,40,01110001011010110110010001101000011100000101001100011010,56,01110001011010110110010001101000011100000101001100011010,0.001,0
7623,fletcher,wnwmkuuxibbudhv,15,011101110110111001110111011011010110101101110101011101010111100001101001011000100110001001110101011001000110100001110110,120,0111011101101110011101110110110101101011011101010111010101111000011010010110001001100010011101010110010001101000011101101011101110000000,136,0111011101101110011101110110110101101011011101010111010101111000011010010110001001100010011101010110010001101000011101101011101110000000,0.001,0
7624,fletcher,iqptc,5,0110100101110001011100000111010001100011,40,01101001011100010111000001110100011000110111001000100011,56,01101001011100010111000001110100011000110111001000100011,0.001,0
7625,fletcher,jhrdmzelaamqie,14,0110101001101000011100100110010001101101011110100110010101101100011000010110000101101101011100010110100101100101,112,01101010011010000111001001100100011011010111101001100101011011000110000101100001011011010111000101101001011001011111010011010011,128,01101010011010000111001001100100011011010111101001100101011011000110000101100001011011010111000101101001011001011111010011010011,0.001,0
7626,fletcher,ruiofzouc,9,011100100111010101101001011011110110011001111010011011110111010101100011,72,0111001001110101011010010110111101100110011110100110111101110101011000111011011011101001,88,0111001001110101011010010110111101100110011110100110111101110101011000111011011011101001,0.001,0
7627,fletcher,nzjeucdqghk,11,0110111001111010011010100110010101110101011000110110010001110001011001110110100001101011,88,01101110011110100110101001100101011101010110001101100100011100010110011101101000011010110010100110100010,104,01101110011110100110101001100101011101010110001101100100011100010110011101101000011010110010100110100010,0.001,0
7628,fletcher,moqfqn,6,011011010110111101110001011001100111000101101110,48,0110110101101111011100010110011001110001011011100000100010010100,64,0110110101101111011100010110011001110001011011100000100010010100,0.001,0
7629,fletcher,ewjxvmqsrfpkce,14,0110010101110111011010100111100001110110011011010111000101110011011100100110011001110000011010110110001101100101,112,01100101011101110110101001111000011101100110110101110001011100110111001001100110011100000110101101100011011001011101001000000110,128,01100101011101110110101001111000011101100110110101110001011100110111001001100110011100000110101101100011011001011101001000000110,0.001,0
7630,fletcher,qkgsqbes,8,0111000101101011011001110111001101110001011000100110010101110011,64,01110001011010110110011101110011011100010110001001100101011100110101010001100100,80,01110001011010110110011101110011011100010110001001100101011100110101010001100100,0.001,0
7631,fletcher,vqlhqtp,7,01110110011100010110110001101000011100010111010001110000,56,011101100111000101101100011010000111000101110100011100000101001100010011,72,011101100111000101101100011010000111000101110100011100000101001100010011,0.001,0
7632,fletcher,ftrfilh,7,01100110011101000111001001100110011010010110110001101000,56,011001100111010001110010011001100110100101101100011010001101101011110001,72,011001100111010001110010011001100110100101101100011010001101101011110001,0.001,0
7633,fletcher,rpeozdctp,9,011100100111000001100101011011110111101001100100011000110111010001110000,72,0111001001110000011001010110111101111010011001000110001101110100011100000110010111011110,88,0111001001110000011001110110111101111010011001000110001101110100011100000110010111011110,0.001,1
7634,fletcher,iyslapmrvtt,11,0110100101111001011100110110110001100001011100000110110101110010011101100111010001110100,88,01101001011110010111001101101100011000010111000001101101011100100111011001110100011101001011001011010011,104,01101001011110010111001101101100011000010111000001101101011100100111011001110100011101001011001011010011,0.001,0
7635,fletcher,bfmvwgbp,8,0110001001100110011011010111011001110111011001110110001001110000,64,01100010011001100110110101110110011101110110011101100010011100000000101001011110,80,01100010011001100110110101110110011101110110011101100010011100000000101001011110,0.001,0
7636,fletcher,siunkmev,8,0111001101101001011101010110111001101011011011010110010101110110,64,01110011011010010111010101101110011010110110110101100101011101101001110101110101,80,01110011011010010111010101101110011010110110110101100101011101101001110101110101,0.001,0
7637,fletcher,lgtcnnj,7,01101100011001110111010001100011011011100110111001101010,56,011011000110011101110100011000110110111001101110011010101100100111110010,72,011011000110011101110100011000110110111001101110011010101100100111110010,0.001,0
7638,fletcher,skpegcyzsirxap,14,0111001101101011011100000110010101100111011000110111100101111010011100110110100101110010011110000110000101110000,112,01110011011010110111000001100101011001110110001101111001011110100111001101101001011100100111100001100001011100000011110100001101,128,01110011011010110111000001100101011001110110001101111001011110100111001101101001011100100111100001100001011100000011110100001101,0.001,0
7639,fletcher,ilwzt,5,0110100101101100011101110111101001110100,40,01101001011011000111011101111010011101001001000000111100,56,01101001011011000111011101111010011101001001000000111100,0.001,0
7640,fletcher,wmvlzuxmzmvyqs,14,0111011101101101011101100110110001111010011101010111100001101101011110100110110101110110011110010111000101110011,112,01110111011011010111011001101100011110100111010101111000011011010111101001101101011101100111100101110001011100111001011101011010,128,01110111011011010111011001101100011110100111010101111000011011010111101001101101011101100111100101110001011100111001011101011010,0.001,0
7641,fletcher,itsxfleq,8,0110100101110100011100110111100001100110011011000110010101110001,64,01101001011101000111001101111000011001100110110001100101011100011010010001110011,80,01101001011101000111001101111000011001100110110001100101011100011010010001110011,0.001,0
7642,fletcher,lsjnvgajz,9,011011000111001101101010011011100111011001100111011000010110101001111010,72,0110110001110011011010100110111001110110011001110110000101101010011110100100110011011100,88,0110110001110011011010100110111001110110011001110110000101101010011110100100110011011100,0.001,0
7643,fletcher,vzseyjwjm,9,011101100111101001110011011001010111100101101010011101110110101001101101,72,0111011001111010011100110110010101111001011010100111011101101010011011010011100011111100,88,0111011001111010011100110110010101111001011010100111011101101010011011010011100011111100,0.001,0
7644,fletcher,plwgvmbpfvd,11,0111000001101100011101110110011101110110011011010110001001110000011001100111011001100100,88,01110000011011000111011101100111011101100110110101100010011100000110011001110110011001000111111110110011,104,01110000011011000111011101100111011101100110110101100010011100000110011001110110011001000111111110110011,0.001,0
7645,fletcher,fndlpx,6,011001100110111001100100011011000111000001111000,48,0110011001101110011001000110110001110000011110001011111010001110,64,0110011001101110011001000110110001110000011110001011111010001110,0.001,0
7646,fletcher,oomhgca,7,01101111011011110110110101101000011001110110001101100001,56,011011110110111101101101011010000110011101100011011000011100101111100000,72,011011110110111101101101011010000110011101100011011000011100101111100000,0.001,0
7647,fletcher,pnwkgzbtskgbmu,14,0111000001101110011101110110101101100111011110100110001001110100011100110110101101100111011000100110110101110101,112,01110000011011100111011101101011011001110111101001100010011101000111001101101011011001110110001001101101011101010111011000000110,128,01110000011011100111011101101011011001110111101001100010011101000111001101101011011001110110001001101101011101010111011000000110,0.001,0
7648,fletcher,hcsadlswub,10,01101000011000110111001101100001011001000110110001110011011101110111010101100010,80,011010000110001101110011011000010110010001101100011100110111011101110101011000101101000100110100,96,011010000110001101110011011010010110010001101100011100110111011101110101011000101101000100110100,0.001,1
7649,fletcher,bzpvitxhpib,11,0110001001111010011100000111011001101001011101000111100001101000011100000110100101100010,88,01100010011110100111000001110110011010010111010001111000011010000111000001101001011000101100100110111110,104,01100010011110100111000001110110011010010111010001111000011010000111000001101001011000101100100110111110,0.001,0
7650,fletcher,gppokwhoinj,11,0110011101110000011100000110111101101011011101110110100001101111011010010110111001101010,88,01100111011100000111000001101111011010110111011101101000011011110110100101101110011010100100110110110100,104,01100111011100000111000001101111011010110111011101101000011011110110100101101110011010100100110110110100,0.001,0
7651,fletcher,mxeoz,5,0110110101111000011001010110111101111010,40,01101101011110000110010101101111011110101000111000110101,56,01101101011110000110010101101111011110101000111000110101,0.001,0
7652,fletcher,dnaux,5,0110010001101110011000010111010101111000,40,01100100011011100110000101110101011110000011011100100010,56,01100100011011100110000101110101011110000011011100100010,0.001,0
7653,fletcher,dxidpbyu,8,0110010001111000011010010110010001110000011000100111100101110101,64,01100100011110000110100101100100011100000110001001111001011101010010111001101100,80,01100100011110000110100101100100011100000110001001111001011101010010111001101100,0.001,0
7654,fletcher,aqlskxvfjm,10,01100001011100010110110001110011011010110111100001110110011001100110101001101101,80,011000010111000101101100011100110110101101111000011101100110011001101010011011011000010001001011,96,011000010111000101101100011100110110101101111000011101100110011001101010011011011000010001001011,0.001,0
7655,fletcher,tbxivkwgl,9,011101000110001001111000011010010111011001101011011101110110011101101100,72,0111010001100010011110000110100101110110011010110111011101100111011011001000111011100101,88,0111010001100010011110000110100101110110011010110111011101100111011011001000111011100101,0.001,0
7656,fletcher,ghdflpszvhrge,13,01100111011010000110010001100110011011000111000001110011011110100111011001101000011100100110011101100101,104,011001110110100001100100011001100110110001110000011100110111101001110110011010000111001001100111011001010100110110000011,120,010001110110100001100100011001100110110001110000011100110111101001110110011010000111001001100111011001010100110110000011,0.001,1
7657,fletcher,zvbtbnqbbvswf,13,01111010011101100110001001110100011000100110111001110001011000100110001001110110011100110111011101100110,104,011110100111011001100010011101000110001001101110011100010110001001100010011101100111001101110111011001100101001110010110,120,011110100111011001100010011101000110001001101110011100010110001001100010011101100111001101110111011001100101001110010110,0.001,0
7658,fletcher,soawiawjeoa,11,0111001101101111011000010111011101101001011000010111011101101010011001010110111101100001,88,01110011011011110110000101110111011010010110000101110111011010100110010101101111011000010001001010011110,104,01110011011011110110000101110111011010010110000101110111011010100110010101101111011000010001001010011110,0.001,0
7659,fletcher,pjyjao,6,011100000110101001111001011010100110000101101111,48,0111000001101010011110010110101001100001011011110000111010001111,64,0111000001101010011110010110101001100001011011110000111010001111,0.001,0
7660,fletcher,qirtyckrkqw,11,0111000101101001011100100111010001111001011000110110101101110010011010110111000101110111,88,01110001011010010111001001110100011110010110001101101011011100100110101101110001011101111100110111010000,104,01110001011010010111001001110100011110010110001101101011011100100110101101110001011101111100110111010000,0.001,0
7661,fletcher,isrlctxy,8,0110100101110011011100100110110001100011011101000111100001111001,64,01101001011100110111001001101100011000110111010001111000011110011001010110000101,80,01101001011100110111001001101100011000110111010001111000011110011001010110000101,0.001,0
7662,fletcher,hfruro,6,011010000110011001110010011101010111001001101111,48,0110100001100110011100100111010101110010011011111111000010011000,64,0110100001100110011100100111010101110010011011111111000010011000,0.001,0
7663,fletcher,pcylqh,6,011100000110001101111001011011000111000101101000,48,0111000001100011011110010110110001110001011010000000101010010011,64,0111000001100011011110010110110001110001011010000000101010010011,0.001,0
7664,fletcher,cxsxbufq,8,0110001101111000011100110111100001100010011101010110011001110001,64,01100011011110000111001101111000011000100111010101100110011100011001110101110111,80,01100011011110000111001101111000011000100111010101100110011100011001110101110111,0.001,0
7665,fletcher,gmoadxqz,8,0110011101101101011011110110000101100100011110000111000101111010,64,01100111011011010110111101100001011001000111100001110001011110100001010101101110,80,01100111011011010110111101100001011001000111100001110001011110100001010101101110,0.001,0
7666,fletcher,oxlkfkxrefhbkw,14,0110111101111000011011000110101101100110011010110111100001110010011001010110011001101000011000100110101101110111,112,01101111011110000110110001101011011001100110101101111000011100100110010101100110011010000110001001101011011101110000110011110101,128,01101111011110000110110001101011011001100110101101111000011100100110010101100110011010000110001001101011011101110000110011110101,0.001,0
7667,fletcher,bjpchccxgsmyy,13,01100010011010100111000001100011011010000110001101100011011110000110011101110011011011010111100101111001,104,011000100110101001110000011000110110100001100011011000110111100001100111011100110110110101111001011110011000101110000011,120,011000100110101001110000111000110110100001100011011000110111100001100111011100110110110101111001011110011000101110000011,0.001,1
7668,fletcher,ezcnmwajez,10,01100101011110100110001101101110011011010111011101100001011010100110010101111010,80,011001010111101001100011011011100110110101110111011000010110101001100101011110100101010001000010,96,011001010111101001100011011011100110110101110111011000010110111001100101011110100101010001000010,0.001,1
7669,fletcher,goydzjbcktepwjy,15,011001110110111101111001011001000111101001101010011000100110001101101011011101000110010101110000011101110110101001111001,120,0110011101101111011110010110010001111010011010100110001001100011011010110111010001100101011100000111011101101010011110010001111101110000,136,0110011101101111011110010110010001111010011010100110001001100011011010110111010001100101011100000111011101101010011110010001111101110000,0.001,0
7670,fletcher,lxfwkuhcxg,10,01101100011110000110011001110111011010110111010101101000011000110111100001100111,80,011011000111100001100110011101110110101101110101011010000110001101111000011001111110001101001111,96,011011000111100001100110011101110110101101110101011010000110001101111000011001111110001101001111,0.001,0
7671,fletcher,abdffyq,7,01100001011000100110010001100110011001100111100101110001,56,011000010110001001100100011001100110011001111001011100010001111111011111,72,011000010110001001100100011001100110011001111001011100010001111111011111,0.001,0
7672,fletcher,xxxydync,8,0111100001111000011110000111100101100100011110010110111001100011,64,01111000011110000111100001111001011001000111100101101110011000110111111110010010,80,01111000011110000111100001111001011001000111100101101110011000110111111110010010,0.001,0
7673,fletcher,vjyhtdovmfrdy,13,01110110011010100111100101101000011101000110010001101111011101100110110101100110011100100110010001111001,104,011101100110101001111001011010000111010001100100011011110111011001101101011001100111001001100100011110011011000110100101,120,011101100110101001111001011010000111010001100100011011110111011001101101011001100111001001100100011110011011000110100101,0.001,0
7674,fletcher,wvckvjf,7,01110111011101100110001101101011011101100110101001100110,56,011101110111011001100011011010110111011001101010011001100100100000000100,72,011101110111011001100011011010110111011001101010011001100100100000000100,0.001,0
7675,fletcher,lqfecmebwoq,11,0110110001110001011001100110010101100011011011010110010101100010011101110110111101110001,88,01101100011100010110011001100101011000110110110101100101011000100111011101101111011100010101111110011010,104,01101100011100010110011001100101011000110110110101100101011000100111011101101111011100010101111110011010,0.001,0
7676,fletcher,tvqkhhdvz,9,011101000111011001110001011010110110100001101000011001000111011001111010,72,0111010001110110011100010110101101101000011010000110010001110110011110101010101011101101,88,0111010001110110011100010110101101101000011010000110010001110110011110101010101011101101,0.001,0
7677,fletcher,gvslpmtqyuunyx,14,0110011101110110011100110110110001110000011011010111010001110001011110010111010101110101011011100111100101111000,112,01100111011101100111001101101100011100000110110101110100011100010111100101110101011101010110111001111001011110000110100101000110,128,01100111011101100111001101101100011100000110110101110100011100010111100101110101011101010110111001111001011110000110100101000110,0.001,0
7678,fletcher,ejjpku,6,011001010110101001101010011100000110101101110101,48,0110010101101010011010100111000001101011011101011011101110001011,64,0110010101101010011010100111000001101011011101011011101110001011,0.001,0
7679,fletcher,geqpuyx,7,01100111011001010111000101110000011101010111100101111000,56,011001110110010101110001011100000111010101111001011110001111100000010110,72,011001110110010101110001011100000111010101111001011110001111100000010110,0.001,0
7680,fletcher,zmgvra,6,011110100110110101100111011101100111001001100001,48,0111101001101101011001110111011001110010011000010100100110011001,64,0111101001101101011001110111011001110010011000010100100110011001,0.001,0
7681,fletcher,emxxitcz,8,0110010101101101011110000111100001101001011101000110001101111010,64,01100101011011010111100001111000011010010111010001100011011110101001101001111111,80,01100101011011010111100001111000011010010111010001100011011110101001101001111111,0.001,0
7682,fletcher,hcnqcnicghmqitn,15,011010000110001101101110011100010110001101101110011010010110001101100111011010000110110101110001011010010111010001101110,120,0110100001100011011011100111000101100011011011100110100101100011011001110110100001101101011100010110100101110100011011101010001001000101,136,0110100001100011011011100111000101100011011011100110100101100011011001110110100001101101011100010110100101110100011011101010001001000101,0.001,0
7683,fletcher,cthgyvzr,8,0110001101110100011010000110011101111001011101100111101001110010,64,01100011011101000110100001100111011110010111011001111010011100100111001010000100,80,01100011011101000110110001100111011110010111011001111010011100100111001010000100,0.001,1
7684,fletcher,afdlehw,7,01100001011001100110010001101100011001010110100001110111,56,011000010110011001100100011011000110010101101000011101110011000011011101,72,011000010110011001100100011011000110010101101000011101110011000011011101,0.001,0
7685,fletcher,xfgkvt,6,011110000110011001100111011010110111011001110100,48,0111100001100110011001110110101101110110011101000001010010011100,64,0111100001100110011001110110101101110110011101000001010010011100,0.001,0
7686,fletcher,dxuucmqk,8,0110010001111000011101010111010101100011011011010111000101101011,64,01100100011110000111010101110101011000110110110101110001011010111001111001110101,80,01100100011110000111010101110101011000110110110101110001011010111001111001110101,0.001,0
7687,fletcher,xwjeu,5,0111100001110111011010100110010101110101,40,01111000011101110110101001100101011101011011011100110101,56,01111000011101110110101001100101011101011011011100110101,0.001,0
7688,fletcher,bvpipbfxoptutvo,15,011000100111011001110000011010010111000001100010011001100111100001101111011100000111010001110101011101000111011001101111,120,0110001001110110011100000110100101110000011000100110011001111000011011110111000001110100011101010111010001110110011011110111001110001000,136,0110001001110110011100000110100101110000011000100110011001111000011011110111000001110100011101010111010001110110011011110111001110001000,0.001,0
7689,fletcher,balrecltd,9,011000100110000101101100011100100110010101100011011011000111010001100100,72,0110001001100001011011000111001001100101011000110110110001110100011001000100000110110000,88,0110001001000001011011000111001001100101011000110110110001110100011001000100000110110000,0.001,1
7690,fletcher,jeozmjxkzoya,12,011010100110010101101111011110100110110101101010011110000110101101111010011011110111100101100001,96,0110101001100101011011110111101001101101011010100111100001101011011110100110111101111001011000011100110100111010,112,0110101001100101011011110111101001101101011010100111100001101011011110100110111101111001011000011100110100111010,0.001,0
7691,fletcher,rcgil,5,0111001001100011011001110110100101101100,40,01110010011000110110011101101001011011000011111100010011,56,01110010011000110110011101101001011011000011111100010011,0.001,0
7692,fletcher,cyzeecqgyhbxwf,14,0110001101111001011110100110010101100101011000110111000101100111011110010110100001100010011110000111011101100110,112,01100011011110010111101001100101011001010110001101110001011001110111100101101000011000100111100001110111011001101011001011111000,128,01100011011110010111101001100101011001010110001101110001011001110111100101101000011000100111100001110111111001101011001011111000,0.001,1
7693,fletcher,xjsdjrlmdbsgr,13,01111000011010100111001101100100011010100111001001101100011011010110010001100010011100110110011101110010,104,011110000110101001110011011001000110101001110010011011000110110101100100011000100111001101100111011100101111000010000101,120,011110000110101001110011011001000110101001110010011011000110110101100100011000100111001101100111011100101111000010000101,0.001,0
7694,fletcher,vybqhauaup,10,01110110011110010110001001110001011010000110000101110101011000010111010101110000,80,011101100111100101100010011100010110100001100001011101010110000101110101011100001100000101001010,96,011101100111100101100010011100010110100001100001011101010110000101110101011100001100000101001010,0.001,0
7695,fletcher,qpjwd,5,0111000101110000011010100111011101100100,40,01110001011100000110101001110111011001001000101100101000,56,01110001011100000110101001110111011001001000101100101000,0.001,0
7696,fletcher,rwzmosgzbtdfria,15,011100100111011101111010011011010110111101110011011001110111101001100010011101000110010001100110011100100110100101100001,120,0111001001110111011110100110110101101111011100110110011101111010011000100111010001100100011001100111001001101001011000011101111101110101,136,0111001001110111011110100110110101101111011100110110011101111010011000100111010001100100011001100111001001101001011000011101111101110101,0.001,0
7697,fletcher,qiqthe,6,011100010110100101110001011101000110100001100101,48,0111000101101001011100010111010001101000011001010001000110001110,64,0111000101101001011100010111010001101000011001010001000110001110,0.001,0
7698,fletcher,xesphjb,7,01111000011001010111001101110000011010000110101001100010,56,011110000110010101110011011100000110100001101010011000100001111111110110,72,011110000110010101110011011100000110100001101010011000100001111111110110,0.001,0
7699,fletcher,xnwxsehuafyi,12,011110000110111001110111011110000111001101100101011010000111010101100001011001100111100101101001,96,0111100001101110011101110111100001110011011001010110100001110101011000010110011001111001011010010111111100111000,112,0111100001101110011101110111100001110011011001010110100001110101011000010110011001111001011010010111111100111000,0.001,0
7700,fletcher,dpfsdxviv,9,011001000111000001100110011100110110010001111000011101100110100101110110,72,0110010001110000011001100111001101100100011110000111011001101001011101100001000111100001,88,0110010001110000011001100111001101100100011110000111011001101001011101100001000111100001,0.001,0
7701,fletcher,hhgpalvxhbh,11,0110100001101000011001110111000001100001011011000111011001111000011010000110001001101000,88,01101000011010000110011101110000011000010110110001110110011110000110100001100010011010001000001110011000,104,01101000011010000110011101110000011000010110110001110110011110000110100001100010011010001000001110011000,0.001,0
7702,fletcher,miacf,5,0110110101101001011000010110001101100110,40,01101101011010010110000101100011011001100001101000000010,56,01101101011010010110000101100011011001100001101000000010,0.001,0
7703,fletcher,fymyz,5,0110011001111001011011010111100101111010,40,01100110011110010110110101111001011110101001101101000001,56,01100110011110010110110101111001011110101001101101000001,0.001,0
7704,fletcher,ixwnargybkrk,12,011010010111100001110111011011100110000101110010011001110111100101100010011010110111001001101011,96,0110100101111000011101110110111001100001011100100110011101111001011000100110101101110010011010111011111000101000,112,0110100101111000011101110110111001100001011100100110011101111001011000100110101101110010011010111011111000101000,0.001,0
7705,fletcher,opxqjznmqfab,12,011011110111000001111000011100010110101001111010011011100110110101110001011001100110000101100010,96,0110111101110000011110000111000101101010011110100110111001101101011100010110011001100001011000100100010000100110,112,0110111101110000011110000111000101101010011110100110111001101101011100010110011001100001011000100100010000100110,0.001,0
7706,fletcher,ifowsjbensyet,13,01101001011001100110111101110111011100110110101001100010011001010110111001110011011110010110010101110100,104,011010010110011001101111011101110111001101101010011000100110010101101110011100110111100101100101011101001011000010010001,120,011010010110011001101111011101110111001101101010011000100110010101101110011100110111100101100101011101001011000010010001,0.001,0
7707,fletcher,iohlv,5,0110100101101111011010000110110001110110,40,01101001011011110110100001101100011101100101010100100100,56,01101001011011110110100001101100011101100101010100100100,0.001,0
7708,fletcher,pkjaixcrym,10,01110000011010110110101001100001011010010111100001100011011100100111100101101101,80,011100000110101101101010011000010110100101111000011000110111001001111001011011010100000001000110,96,011100000110101101101010011000010110100101111000011000110111001001111001011011010100000001000110,0.001,0
7709,fletcher,jqlzgja,7,01101010011100010110110001111010011001110110101001100001,56,011010100111000101101100011110100110011101101010011000010000011011110101,72,011010100111000101101100011110100110011101101010011000010000011011110101,0.001,0
